SEQ,TIMESTAMP,BP10,BSize10,BP9,BSize9,BP8,BSize8,BP7,BSize7,BP6,BSize6,BP5,BSize5,BP4,BSize4,BP3,BSize3,BP2,BSize2,BP1,BSize1,AP1,ASize1,AP2,ASize2,AP3,ASize3,AP4,ASize4,AP5,ASize5,AP6,ASize6,AP7,ASize7,AP8,ASize8,AP9,ASize9,AP10,ASize10
12721,2014-03-20 11:46:56.045,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,169200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12722,2014-03-20 11:47:05.867,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,111600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12723,2014-03-20 11:47:06.858,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,113600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12724,2014-03-20 11:47:06.864,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,117600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12725,2014-03-20 11:47:06.964,*,*,75.5,436400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12726,2014-03-20 11:47:06.964,*,*,*,*,*,*,75.6,279200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12727,2014-03-20 11:47:08.879,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,119600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12728,2014-03-20 11:47:08.884,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,209200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12729,2014-03-20 11:47:09.481,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,9600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12730,2014-03-20 11:47:09.556,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,110400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12731,2014-03-20 11:47:09.748,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,60800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12732,2014-03-20 11:47:10.522,*,*,75.5,436800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12733,2014-03-20 11:47:10.598,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,184000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12734,2014-03-20 11:47:10.598,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,184400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12735,2014-03-20 11:47:12.163,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,40800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12736,2014-03-20 11:47:12.587,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,90400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12737,2014-03-20 11:47:12.881,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,124000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12738,2014-03-20 11:47:12.881,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,126000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12739,2014-03-20 11:47:12.890,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,120000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12740,2014-03-20 11:47:12.906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,131200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12741,2014-03-20 11:47:17.196,*,*,*,*,*,*,*,*,*,*,75.7,138400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12742,2014-03-20 11:47:17.774,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,91200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12743,2014-03-20 11:47:21.102,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,39600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12744,2014-03-20 11:47:21.102,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,10800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12745,2014-03-20 11:47:23.171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,135200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12746,2014-03-20 11:47:24.177,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,137200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12747,2014-03-20 11:47:24.183,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,139600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12748,2014-03-20 11:47:24.213,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,141600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12749,2014-03-20 11:47:25.185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,146000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12750,2014-03-20 11:47:25.196,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,148000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12751,2014-03-20 11:47:25.211,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,150000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12752,2014-03-20 11:47:28.201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,152000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12753,2014-03-20 11:47:30.201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,154400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12754,2014-03-20 11:47:30.207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,156400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12755,2014-03-20 11:47:30.209,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,158400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12756,2014-03-20 11:47:30.417,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,174000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12757,2014-03-20 11:47:30.863,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,176400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12758,2014-03-20 11:47:36.403,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,93200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12759,2014-03-20 11:47:37.574,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.3,82000,*,*,*,*
12760,2014-03-20 11:47:37.575,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,156000,*,*,*,*,*,*,*,*
12761,2014-03-20 11:47:38.368,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,94000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12762,2014-03-20 11:47:40.599,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,10400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12763,2014-03-20 11:47:42.025,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,164400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12764,2014-03-20 11:47:42.026,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,144400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12765,2014-03-20 11:47:47.810,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,10000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12766,2014-03-20 11:47:48.034,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,160800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12767,2014-03-20 11:47:52.376,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,74000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12768,2014-03-20 11:47:52.376,*,*,*,*,*,*,*,*,*,*,75.7,158400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12769,2014-03-20 11:47:53.045,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,176800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12770,2014-03-20 11:47:53.866,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,8000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12771,2014-03-20 11:47:53.879,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,7600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12772,2014-03-20 11:47:54.877,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,6400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12773,2014-03-20 11:47:54.909,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,216000,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12774,2014-03-20 11:47:54.909,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,5600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12775,2014-03-20 11:47:54.938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,215200,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12776,2014-03-20 11:47:54.938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,4800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12777,2014-03-20 11:47:54.949,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,143600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12778,2014-03-20 11:47:54.949,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,4000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12779,2014-03-20 11:47:54.952,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,142800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12780,2014-03-20 11:47:54.952,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,3200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12781,2014-03-20 11:47:54.967,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,2800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12782,2014-03-20 11:47:56.998,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,18400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12783,2014-03-20 11:47:57.283,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,18800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12784,2014-03-20 11:48:01.069,*,*,*,*,*,*,*,*,*,*,75.7,158800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12785,2014-03-20 11:48:01.295,*,*,*,*,*,*,*,*,*,*,*,*,75.75,51200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12786,2014-03-20 11:48:01.567,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,175200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12787,2014-03-20 11:48:02.357,*,*,*,*,*,*,*,*,*,*,75.7,160000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12788,2014-03-20 11:48:06.451,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,39200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12789,2014-03-20 11:48:06.451,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,19200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12790,2014-03-20 11:48:08.084,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,16400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12791,2014-03-20 11:48:08.105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,16000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12792,2014-03-20 11:48:08.107,75.4,22400,75.45,16800,75.5,436800,75.55,39200,75.6,279200,75.65,76400,75.7,160000,75.75,51200,75.8,74000,75.85,39200,75.9,400,75.95,175200,76,142800,76.05,215200,76.1,84400,76.15,31600,76.2,156000,76.25,95200,76.3,82000,76.35,70000
12793,2014-03-20 11:48:08.108,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,174000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12794,2014-03-20 11:48:08.109,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,1600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12795,2014-03-20 11:48:08.110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,158000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12796,2014-03-20 11:48:08.125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,160400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12797,2014-03-20 11:48:08.126,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,212400,*,*,*,*,*,*,*,*,*,*,*,*
12798,2014-03-20 11:48:08.128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,212000,*,*,*,*,*,*,*,*,*,*,*,*
12799,2014-03-20 11:48:08.136,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,2000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12800,2014-03-20 11:48:08.140,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,156400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12801,2014-03-20 11:48:08.142,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,152400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12802,2014-03-20 11:48:08.142,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,148000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12803,2014-03-20 11:48:08.143,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,143600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12804,2014-03-20 11:48:08.146,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,139200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12805,2014-03-20 11:48:08.147,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,134800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12806,2014-03-20 11:48:08.157,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,130400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12807,2014-03-20 11:48:08.159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,126400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12808,2014-03-20 11:48:08.161,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,122000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12809,2014-03-20 11:48:08.172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,118000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12810,2014-03-20 11:48:08.176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,108400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12811,2014-03-20 11:48:08.221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,82800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12812,2014-03-20 11:48:08.221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,90400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12813,2014-03-20 11:48:08.221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,99200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12814,2014-03-20 11:48:08.221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,106800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12815,2014-03-20 11:48:08.221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,114000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12816,2014-03-20 11:48:08.222,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,120000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12817,2014-03-20 11:48:08.222,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,120800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12818,2014-03-20 11:48:08.222,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,130400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12819,2014-03-20 11:48:08.223,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,121600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12820,2014-03-20 11:48:08.223,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,114000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12821,2014-03-20 11:48:08.224,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,108000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12822,2014-03-20 11:48:08.224,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,99200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12823,2014-03-20 11:48:08.225,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,91600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12824,2014-03-20 11:48:08.227,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,82000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12825,2014-03-20 11:48:08.786,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,114000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12826,2014-03-20 11:48:08.788,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,111600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12827,2014-03-20 11:48:08.789,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,109200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12828,2014-03-20 11:48:08.790,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,107200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12829,2014-03-20 11:48:08.791,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,105200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12830,2014-03-20 11:48:08.791,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,102800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12831,2014-03-20 11:48:08.791,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,100400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12832,2014-03-20 11:48:08.796,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,98400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12833,2014-03-20 11:48:08.798,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,96400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12834,2014-03-20 11:48:08.799,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,94400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12835,2014-03-20 11:48:08.799,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,92400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12836,2014-03-20 11:48:08.800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,90400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12837,2014-03-20 11:48:08.801,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,88400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12838,2014-03-20 11:48:08.802,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,86400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12839,2014-03-20 11:48:08.803,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,84000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12840,2014-03-20 11:48:08.803,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,82000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12841,2014-03-20 11:48:08.805,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,78000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12842,2014-03-20 11:48:08.806,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,76000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12843,2014-03-20 11:48:08.806,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,74000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12844,2014-03-20 11:48:08.806,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,72000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12845,2014-03-20 11:48:08.806,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,70000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12846,2014-03-20 11:48:08.807,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,68000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12847,2014-03-20 11:48:08.808,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,66000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12848,2014-03-20 11:48:08.809,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,64000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12849,2014-03-20 11:48:08.810,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,62000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12850,2014-03-20 11:48:08.810,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,60000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12851,2014-03-20 11:48:08.814,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,58000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12852,2014-03-20 11:48:08.818,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,56000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12853,2014-03-20 11:48:08.818,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,54000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12854,2014-03-20 11:48:09.045,*,*,*,*,*,*,*,*,*,*,*,*,75.7,157200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
12855,2014-03-20 11:48:10.138,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,76400,*,*,*,*,*,*,*,*,*,*
12856,2014-03-20 11:48:10.157,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,120400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
