Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
10848	2014-03-21 14:01:49.153	76.25	800	*	*	*	*
10849	2014-03-21 14:01:49.153	76.25	2000	*	*	*	*
10850	2014-03-21 14:01:49.153	*	*	*	*	76.25	24400
10851	2014-03-21 14:01:49.192	*	*	*	*	76.25	28000
10852	2014-03-21 14:01:53.288	*	*	76.2	74400	*	*
10853	2014-03-21 14:01:53.304	76.25	400	*	*	*	*
10854	2014-03-21 14:01:53.304	*	*	*	*	76.25	27600
10855	2014-03-21 14:01:53.763	*	*	*	*	76.25	36400
10856	2014-03-21 14:01:59.730	*	*	76.2	75200	*	*
10857	2014-03-21 14:02:00.426	*	*	76.2	75600	*	*
10858	2014-03-21 14:02:04.737	*	*	76.2	76400	*	*
10859	2014-03-21 14:02:06.363	*	*	76.2	77600	*	*
10860	2014-03-21 14:02:07.026	76.25	1200	*	*	*	*
10861	2014-03-21 14:02:07.026	76.25	400	*	*	*	*
10862	2014-03-21 14:02:07.026	*	*	*	*	76.25	34800
10863	2014-03-21 14:02:07.796	76.25	400	*	*	*	*
10864	2014-03-21 14:02:07.796	*	*	*	*	76.25	34400
10865	2014-03-21 14:02:09.012	*	*	76.2	78800	*	*
10866	2014-03-21 14:02:10.919	*	*	*	*	76.25	25600
10867	2014-03-21 14:02:14.342	76.25	800	*	*	*	*
10868	2014-03-21 14:02:14.342	*	*	*	*	76.25	24800
10869	2014-03-21 14:02:15.351	76.25	800	*	*	*	*
10870	2014-03-21 14:02:15.351	76.25	800	*	*	*	*
10871	2014-03-21 14:02:15.351	*	*	*	*	76.25	23200
10872	2014-03-21 14:02:25.325	76.25	400	*	*	*	*
10873	2014-03-21 14:02:25.325	*	*	*	*	76.25	22800
10874	2014-03-21 14:02:26.337	*	*	*	*	76.25	24400
10875	2014-03-21 14:02:32.719	*	*	76.2	79200	*	*
10876	2014-03-21 14:02:35.820	76.25	800	*	*	*	*
10877	2014-03-21 14:02:35.820	76.25	2000	*	*	*	*
10878	2014-03-21 14:02:35.820	76.25	6800	*	*	*	*
10879	2014-03-21 14:02:35.820	76.25	400	*	*	*	*
10880	2014-03-21 14:02:35.820	*	*	*	*	76.25	14400
10881	2014-03-21 14:02:35.822	76.25	4000	*	*	*	*
10882	2014-03-21 14:02:35.822	76.25	2400	*	*	*	*
10883	2014-03-21 14:02:35.822	76.25	800	*	*	*	*
10884	2014-03-21 14:02:35.822	76.25	2000	*	*	*	*
10885	2014-03-21 14:02:35.822	76.25	3600	*	*	*	*
10886	2014-03-21 14:02:35.822	76.25	1600	*	*	*	*
10887	2014-03-21 14:02:35.822	*	*	*	*	76.3	14400
10888	2014-03-21 14:02:35.829	*	*	*	*	76.25	400
10889	2014-03-21 14:02:35.849	*	*	*	*	76.25	800
10890	2014-03-21 14:02:35.861	76.25	400	*	*	*	*
10891	2014-03-21 14:02:35.861	76.25	400	*	*	*	*
10892	2014-03-21 14:02:35.861	*	*	*	*	76.3	14800
10893	2014-03-21 14:02:35.955	*	*	*	*	76.3	17200
10894	2014-03-21 14:02:36.390	*	*	76.2	77200	*	*
10895	2014-03-21 14:02:36.732	*	*	76.25	400	*	*
10896	2014-03-21 14:02:36.787	*	*	76.25	1200	*	*
10897	2014-03-21 14:02:36.888	*	*	76.25	15200	*	*
10898	2014-03-21 14:02:42.370	*	*	76.25	15600	*	*
10899	2014-03-21 14:02:47.161	76.3	400	*	*	*	*
10900	2014-03-21 14:02:47.161	*	*	*	*	76.3	16800
10901	2014-03-21 14:02:54.482	*	*	76.25	37600	*	*
10902	2014-03-21 14:02:54.939	*	*	76.25	15600	*	*
10903	2014-03-21 14:02:56.039	76.3	400	*	*	*	*
10904	2014-03-21 14:02:56.039	*	*	*	*	76.3	16400
10905	2014-03-21 14:02:56.971	*	*	*	*	76.3	25200
10906	2014-03-21 14:03:00.100	*	*	*	*	76.3	25600
10907	2014-03-21 14:03:00.123	*	*	76.25	16400	*	*
10908	2014-03-21 14:03:04.111	*	*	*	*	76.3	16800
10909	2014-03-21 14:03:06.795	76.25	400	*	*	*	*
10910	2014-03-21 14:03:06.795	*	*	76.25	16000	*	*
10911	2014-03-21 14:03:07.165	*	*	76.25	16400	*	*
10912	2014-03-21 14:03:10.186	*	*	76.25	17600	*	*
10913	2014-03-21 14:03:11.791	*	*	*	*	76.3	17200
10914	2014-03-21 14:03:13.329	76.3	400	*	*	*	*
10915	2014-03-21 14:03:13.329	*	*	*	*	76.3	16800
10916	2014-03-21 14:03:14.413	76.3	400	*	*	*	*
10917	2014-03-21 14:03:14.413	*	*	*	*	76.3	16400
10918	2014-03-21 14:03:14.596	*	*	76.25	18000	*	*
10919	2014-03-21 14:03:16.039	*	*	76.25	18400	*	*
10920	2014-03-21 14:03:17.224	*	*	76.25	18800	*	*
10921	2014-03-21 14:03:18.780	*	*	76.25	19600	*	*
10922	2014-03-21 14:03:23.801	*	*	76.25	20000	*	*
10923	2014-03-21 14:03:28.839	*	*	76.25	20400	*	*
10924	2014-03-21 14:03:30.661	*	*	76.25	20800	*	*
10925	2014-03-21 14:03:39.398	*	*	76.25	21200	*	*
10926	2014-03-21 14:03:42.474	*	*	76.25	20800	*	*
10927	2014-03-21 14:03:42.474	76.3	400	*	*	*	*
10928	2014-03-21 14:03:42.474	*	*	*	*	76.3	16000
10929	2014-03-21 14:03:44.707	76.3	1600	*	*	*	*
10930	2014-03-21 14:03:44.707	76.3	1200	*	*	*	*
10931	2014-03-21 14:03:44.707	*	*	*	*	76.3	13200
10932	2014-03-21 14:03:45.112	*	*	*	*	76.3	17600
10933	2014-03-21 14:03:45.959	76.3	800	*	*	*	*
10934	2014-03-21 14:03:45.959	*	*	*	*	76.3	16800
10935	2014-03-21 14:03:56.415	76.3	1200	*	*	*	*
10936	2014-03-21 14:03:56.415	76.3	1200	*	*	*	*
10937	2014-03-21 14:03:56.415	76.3	400	*	*	*	*
10938	2014-03-21 14:03:56.415	76.3	2000	*	*	*	*
10939	2014-03-21 14:03:56.415	76.3	4000	*	*	*	*
10940	2014-03-21 14:03:56.415	76.3	400	*	*	*	*
10941	2014-03-21 14:03:56.415	76.3	800	*	*	*	*
10942	2014-03-21 14:03:56.415	*	*	*	*	76.3	6800
10943	2014-03-21 14:04:00.198	*	*	*	*	76.3	6400
10944	2014-03-21 14:04:04.026	76.3	400	*	*	*	*
10945	2014-03-21 14:04:04.026	*	*	*	*	76.3	6000
10946	2014-03-21 14:04:08.424	76.3	1200	*	*	*	*
10947	2014-03-21 14:04:08.424	76.3	400	*	*	*	*
10948	2014-03-21 14:04:08.424	76.3	400	*	*	*	*
10949	2014-03-21 14:04:08.424	*	*	*	*	76.3	4000
10950	2014-03-21 14:04:09.380	76.3	400	*	*	*	*
10951	2014-03-21 14:04:09.380	*	*	*	*	76.3	3600
10952	2014-03-21 14:04:12.576	*	*	76.25	42800	*	*
10953	2014-03-21 14:04:13.427	*	*	76.25	20800	*	*
10954	2014-03-21 14:04:15.445	*	*	76.25	20400	*	*
10955	2014-03-21 14:04:15.461	76.3	400	*	*	*	*
10956	2014-03-21 14:04:15.461	*	*	*	*	76.3	3200
10957	2014-03-21 14:04:16.574	*	*	76.25	20800	*	*
10958	2014-03-21 14:04:17.832	76.3	3200	*	*	*	*
10959	2014-03-21 14:04:17.832	*	*	76.3	800	76.35	7600
10960	2014-03-21 14:04:17.834	*	*	76.3	1600	*	*
10961	2014-03-21 14:04:17.895	*	*	76.3	2400	*	*
10962	2014-03-21 14:04:20.601	*	*	*	*	76.35	5200
10963	2014-03-21 14:04:20.603	76.3	800	*	*	*	*
10964	2014-03-21 14:04:20.603	76.3	800	*	*	*	*
10965	2014-03-21 14:04:20.603	76.3	800	*	*	*	*
10966	2014-03-21 14:04:20.603	*	*	76.25	19200	*	*
10967	2014-03-21 14:04:20.662	*	*	76.25	28400	*	*
10968	2014-03-21 14:04:21.055	*	*	76.25	19200	*	*
10969	2014-03-21 14:04:25.219	*	*	*	*	76.35	4800
10970	2014-03-21 14:04:33.241	*	*	76.3	4000	*	*
10971	2014-03-21 14:04:33.244	76.3	800	*	*	*	*
10972	2014-03-21 14:04:33.244	*	*	76.3	3200	*	*
10973	2014-03-21 14:04:34.233	76.35	1200	*	*	*	*
10974	2014-03-21 14:04:34.233	76.35	2000	*	*	*	*
10975	2014-03-21 14:04:34.233	76.35	800	*	*	*	*
10976	2014-03-21 14:04:34.233	*	*	*	*	76.35	800
10977	2014-03-21 14:04:34.234	76.35	400	*	*	*	*
10978	2014-03-21 14:04:34.234	76.35	400	*	*	*	*
10979	2014-03-21 14:04:34.234	*	*	*	*	76.4	31200
10980	2014-03-21 14:04:35.733	*	*	76.3	5200	*	*
10981	2014-03-21 14:04:35.734	*	*	*	*	76.4	22400
10982	2014-03-21 14:04:36.747	*	*	76.3	7200	*	*
10983	2014-03-21 14:04:40.986	*	*	76.3	7600	*	*
10984	2014-03-21 14:04:45.548	*	*	76.3	8000	*	*
10985	2014-03-21 14:04:45.594	*	*	76.3	30000	*	*
10986	2014-03-21 14:04:46.326	*	*	76.3	8000	*	*
10987	2014-03-21 14:04:55.082	*	*	*	*	76.35	2000
10988	2014-03-21 14:04:55.085	*	*	76.3	22000	*	*
10989	2014-03-21 14:04:58.251	*	*	76.3	22400	*	*
10990	2014-03-21 14:04:58.326	*	*	*	*	76.35	10800
10991	2014-03-21 14:04:59.134	76.3	2000	*	*	*	*
10992	2014-03-21 14:04:59.134	*	*	76.3	20400	*	*
10993	2014-03-21 14:04:59.134	*	*	*	*	76.35	8800
10994	2014-03-21 14:05:00.638	*	*	76.3	6400	*	*
10995	2014-03-21 14:05:05.176	*	*	76.3	7200	*	*
10996	2014-03-21 14:05:05.283	*	*	*	*	76.35	9200
10997	2014-03-21 14:05:10.548	*	*	76.3	21200	*	*
10998	2014-03-21 14:05:13.429	76.35	400	*	*	*	*
10999	2014-03-21 14:05:13.429	*	*	*	*	76.35	8800
11000	2014-03-21 14:05:15.304	*	*	*	*	76.35	8400
11001	2014-03-21 14:05:16.488	76.35	400	*	*	*	*
11002	2014-03-21 14:05:16.488	*	*	*	*	76.35	8000
11003	2014-03-21 14:05:17.338	*	*	76.3	21600	*	*
11004	2014-03-21 14:05:17.729	*	*	*	*	76.4	24800
11005	2014-03-21 14:05:17.729	*	*	*	*	76.4	33600
11006	2014-03-21 14:05:17.738	*	*	*	*	76.4	31600
11007	2014-03-21 14:05:18.013	*	*	*	*	76.4	32000
11008	2014-03-21 14:05:19.219	*	*	76.3	22000	*	*
11009	2014-03-21 14:05:19.714	*	*	76.3	23200	*	*
11010	2014-03-21 14:05:20.248	*	*	76.3	45200	*	*
11011	2014-03-21 14:05:20.929	*	*	76.3	23200	*	*
11012	2014-03-21 14:05:21.602	76.4	400	*	*	*	*
11013	2014-03-21 14:05:21.602	*	*	*	*	76.4	31600
11014	2014-03-21 14:05:22.024	*	*	76.3	24000	*	*
11015	2014-03-21 14:05:23.252	*	*	*	*	76.4	22800
11016	2014-03-21 14:05:31.389	*	*	*	*	76.4	24800
11017	2014-03-21 14:05:43.076	*	*	*	*	76.4	33600
11018	2014-03-21 14:05:49.087	76.4	400	*	*	*	*
11019	2014-03-21 14:05:49.087	*	*	*	*	76.4	33200
11020	2014-03-21 14:05:50.173	*	*	*	*	76.4	35200
11021	2014-03-21 14:05:50.230	*	*	76.3	22800	*	*
11022	2014-03-21 14:05:50.230	76.4	1200	*	*	*	*
11023	2014-03-21 14:05:50.230	*	*	*	*	76.4	34000
11024	2014-03-21 14:05:51.104	*	*	76.3	23600	*	*
11025	2014-03-21 14:05:52.397	*	*	76.3	45600	*	*
11026	2014-03-21 14:05:52.952	*	*	76.3	23600	*	*
11027	2014-03-21 14:05:54.794	*	*	*	*	76.4	56000
11028	2014-03-21 14:05:55.383	*	*	76.35	8000	*	*
11029	2014-03-21 14:05:55.399	*	*	76.35	10000	*	*
11030	2014-03-21 14:05:55.914	76.35	2400	*	*	*	*
11031	2014-03-21 14:05:55.914	*	*	76.35	7600	*	*
11032	2014-03-21 14:05:55.916	76.35	5600	*	*	*	*
11033	2014-03-21 14:05:55.916	76.35	2000	*	*	*	*
11034	2014-03-21 14:05:55.916	*	*	76.3	21600	*	*
11035	2014-03-21 14:05:57.477	*	*	76.3	22000	*	*
11036	2014-03-21 14:06:00.497	*	*	76.3	21600	*	*
11037	2014-03-21 14:06:00.739	76.4	400	*	*	*	*
11038	2014-03-21 14:06:00.739	*	*	*	*	76.4	55600
11039	2014-03-21 14:06:18.686	*	*	76.35	800	*	*
11040	2014-03-21 14:06:18.811	*	*	76.35	1200	*	*
11041	2014-03-21 14:06:18.933	76.4	3200	*	*	*	*
11042	2014-03-21 14:06:18.933	*	*	*	*	76.4	52400
11043	2014-03-21 14:06:21.395	76.4	400	*	*	*	*
11044	2014-03-21 14:06:21.395	*	*	*	*	76.4	52000
11045	2014-03-21 14:06:21.608	*	*	76.35	1600	*	*
11046	2014-03-21 14:06:22.424	*	*	76.35	2000	*	*
11047	2014-03-21 14:06:23.027	76.35	800	*	*	*	*
11048	2014-03-21 14:06:23.027	*	*	76.35	1200	*	*
11049	2014-03-21 14:06:24.792	76.4	2000	*	*	*	*
11050	2014-03-21 14:06:24.792	*	*	*	*	76.4	50000
11051	2014-03-21 14:06:24.926	*	*	*	*	76.4	52000
11052	2014-03-21 14:06:25.916	*	*	*	*	76.4	56400
11053	2014-03-21 14:06:25.917	*	*	*	*	76.4	60800
11054	2014-03-21 14:06:25.917	*	*	*	*	76.4	64800
11055	2014-03-21 14:06:25.921	*	*	*	*	76.4	68800
11056	2014-03-21 14:06:25.922	*	*	*	*	76.4	70800
11057	2014-03-21 14:06:25.933	*	*	*	*	76.4	73200
11058	2014-03-21 14:06:25.934	*	*	*	*	76.4	75200
11059	2014-03-21 14:06:26.293	*	*	76.35	23200	*	*
11060	2014-03-21 14:06:26.310	*	*	*	*	76.4	72800
11061	2014-03-21 14:06:26.531	*	*	76.35	1200	*	*
11062	2014-03-21 14:06:28.026	76.35	400	*	*	*	*
11063	2014-03-21 14:06:28.026	76.35	400	*	*	*	*
11064	2014-03-21 14:06:28.026	76.35	400	*	*	*	*
11065	2014-03-21 14:06:28.026	*	*	76.3	20800	*	*
11066	2014-03-21 14:06:28.729	*	*	76.3	6800	*	*
11067	2014-03-21 14:06:32.011	76.4	1200	*	*	*	*
11068	2014-03-21 14:06:32.011	*	*	*	*	76.4	71600
11069	2014-03-21 14:06:32.964	*	*	*	*	76.4	73600
11070	2014-03-21 14:06:33.042	*	*	*	*	76.4	76000
11071	2014-03-21 14:06:33.811	*	*	76.3	7200	*	*
11072	2014-03-21 14:06:33.945	*	*	*	*	76.4	80400
11073	2014-03-21 14:06:36.962	*	*	*	*	76.4	82400
11074	2014-03-21 14:06:36.973	*	*	*	*	76.4	80000
11075	2014-03-21 14:06:37.221	76.4	800	*	*	*	*
11076	2014-03-21 14:06:37.221	*	*	*	*	76.4	79200
11077	2014-03-21 14:06:37.959	*	*	*	*	76.4	81200
11078	2014-03-21 14:06:38.352	*	*	76.3	21200	*	*
11079	2014-03-21 14:06:43.284	*	*	76.3	20800	*	*
11080	2014-03-21 14:06:44.983	*	*	*	*	76.4	83200
11081	2014-03-21 14:06:45.544	*	*	76.3	6800	*	*
11082	2014-03-21 14:06:45.795	*	*	76.3	7200	*	*
11083	2014-03-21 14:06:48.029	*	*	*	*	76.4	87600
11084	2014-03-21 14:06:48.030	*	*	76.3	21200	*	*
11085	2014-03-21 14:06:51.303	76.4	800	*	*	*	*
11086	2014-03-21 14:06:51.303	*	*	*	*	76.4	86800
11087	2014-03-21 14:06:51.381	76.4	800	*	*	*	*
11088	2014-03-21 14:06:51.381	*	*	*	*	76.4	86000
11089	2014-03-21 14:06:53.009	*	*	*	*	76.4	88000
11090	2014-03-21 14:06:56.752	76.3	2000	*	*	*	*
11091	2014-03-21 14:06:56.752	76.3	400	*	*	*	*
11092	2014-03-21 14:06:56.752	*	*	76.3	18800	*	*
11093	2014-03-21 14:06:56.877	*	*	76.3	20000	*	*
11094	2014-03-21 14:07:00.373	*	*	76.3	20400	*	*
11095	2014-03-21 14:07:01.288	*	*	76.3	20800	*	*
11096	2014-03-21 14:07:01.496	*	*	76.3	42800	*	*
11097	2014-03-21 14:07:01.834	*	*	76.3	20800	*	*
11098	2014-03-21 14:07:02.577	76.4	400	*	*	*	*
11099	2014-03-21 14:07:02.577	*	*	*	*	76.4	87600
11100	2014-03-21 14:07:05.709	76.4	400	*	*	*	*
11101	2014-03-21 14:07:05.709	*	*	*	*	76.4	87200
11102	2014-03-21 14:07:05.848	*	*	76.3	21200	*	*
11103	2014-03-21 14:07:06.543	*	*	76.3	22000	*	*
11104	2014-03-21 14:07:07.082	76.4	400	*	*	*	*
11105	2014-03-21 14:07:07.082	*	*	*	*	76.4	86800
11106	2014-03-21 14:07:16.007	*	*	76.3	22800	*	*
11107	2014-03-21 14:07:17.500	76.4	400	*	*	*	*
11108	2014-03-21 14:07:17.500	*	*	*	*	76.4	86400
11109	2014-03-21 14:07:19.981	*	*	76.35	2000	*	*
11110	2014-03-21 14:07:20.078	*	*	76.35	2400	*	*
11111	2014-03-21 14:07:20.736	76.4	1200	*	*	*	*
11112	2014-03-21 14:07:20.736	*	*	*	*	76.4	85200
11113	2014-03-21 14:07:22.117	76.4	800	*	*	*	*
11114	2014-03-21 14:07:22.117	*	*	*	*	76.4	84400
11115	2014-03-21 14:07:23.028	*	*	76.35	24400	*	*
11116	2014-03-21 14:07:23.374	*	*	76.35	2400	*	*
11117	2014-03-21 14:07:30.560	76.35	1200	*	*	*	*
11118	2014-03-21 14:07:30.560	*	*	76.35	1200	*	*
11119	2014-03-21 14:07:30.601	*	*	*	*	76.4	83200
11120	2014-03-21 14:07:30.601	76.35	800	*	*	*	*
11121	2014-03-21 14:07:30.601	76.35	400	*	*	*	*
11122	2014-03-21 14:07:30.601	*	*	76.3	29200	*	*
11123	2014-03-21 14:07:33.681	76.4	400	*	*	*	*
11124	2014-03-21 14:07:33.681	*	*	*	*	76.4	82800
11125	2014-03-21 14:07:35.240	*	*	76.3	30000	*	*
11126	2014-03-21 14:07:36.043	*	*	*	*	76.4	60800
11127	2014-03-21 14:07:43.846	*	*	76.3	52000	*	*
11128	2014-03-21 14:07:44.254	*	*	76.3	30000	*	*
11129	2014-03-21 14:07:45.588	76.4	400	*	*	*	*
11130	2014-03-21 14:07:45.588	*	*	*	*	76.4	60400
11131	2014-03-21 14:07:51.167	*	*	76.35	1200	*	*
11132	2014-03-21 14:07:51.827	76.4	1200	*	*	*	*
11133	2014-03-21 14:07:51.827	*	*	*	*	76.4	59200
11134	2014-03-21 14:07:55.192	76.4	400	*	*	*	*
11135	2014-03-21 14:07:55.192	*	*	*	*	76.4	58800
11136	2014-03-21 14:07:55.507	*	*	*	*	76.4	62800
11137	2014-03-21 14:07:56.495	*	*	*	*	76.4	67200
11138	2014-03-21 14:07:56.503	*	*	*	*	76.4	69600
11139	2014-03-21 14:07:56.506	*	*	*	*	76.4	71600
11140	2014-03-21 14:07:56.507	*	*	*	*	76.4	73600
11141	2014-03-21 14:07:56.514	*	*	*	*	76.4	75600
11142	2014-03-21 14:07:57.502	*	*	*	*	76.4	80000
11143	2014-03-21 14:07:57.504	*	*	*	*	76.4	82000
11144	2014-03-21 14:07:57.515	*	*	*	*	76.4	84000
11145	2014-03-21 14:07:57.588	76.35	1200	*	*	*	*
11146	2014-03-21 14:07:57.588	*	*	76.3	31600	76.35	1200
11147	2014-03-21 14:07:57.601	*	*	*	*	76.35	1600
11148	2014-03-21 14:07:58.545	*	*	*	*	76.35	74400
11149	2014-03-21 14:07:59.302	76.35	1200	*	*	*	*
11150	2014-03-21 14:07:59.302	*	*	*	*	76.35	73200
11151	2014-03-21 14:07:59.622	*	*	*	*	76.35	73600
11152	2014-03-21 14:08:01.277	*	*	76.3	32000	*	*
11153	2014-03-21 14:08:04.270	76.35	400	*	*	*	*
11154	2014-03-21 14:08:04.270	76.35	17600	*	*	*	*
11155	2014-03-21 14:08:04.270	*	*	*	*	76.35	55600
11156	2014-03-21 14:08:04.302	*	*	*	*	76.35	56000
11157	2014-03-21 14:08:04.828	*	*	*	*	76.35	58000
11158	2014-03-21 14:08:06.481	76.35	1200	*	*	*	*
11159	2014-03-21 14:08:06.481	*	*	*	*	76.35	56800
11160	2014-03-21 14:08:06.540	*	*	*	*	76.35	58800
11161	2014-03-21 14:08:06.548	*	*	*	*	76.35	60800
11162	2014-03-21 14:08:06.690	*	*	76.3	31200	*	*
11163	2014-03-21 14:08:06.690	76.35	800	*	*	*	*
11164	2014-03-21 14:08:06.690	*	*	*	*	76.35	60000
11165	2014-03-21 14:08:07.547	*	*	*	*	76.35	62400
11166	2014-03-21 14:08:07.554	*	*	*	*	76.35	64400
11167	2014-03-21 14:08:07.714	*	*	76.3	32400	*	*
11168	2014-03-21 14:08:08.548	*	*	*	*	76.35	68400
11169	2014-03-21 14:08:10.831	*	*	76.3	34800	*	*
11170	2014-03-21 14:08:14.063	*	*	76.3	32400	*	*
11171	2014-03-21 14:08:14.065	76.35	2400	*	*	*	*
11172	2014-03-21 14:08:14.065	*	*	*	*	76.35	66000
11173	2014-03-21 14:08:14.342	76.35	800	*	*	*	*
11174	2014-03-21 14:08:14.342	*	*	*	*	76.35	65200
11175	2014-03-21 14:08:15.868	*	*	76.3	33200	*	*
11176	2014-03-21 14:08:21.285	76.35	400	*	*	*	*
11177	2014-03-21 14:08:21.285	*	*	*	*	76.35	64800
11178	2014-03-21 14:08:22.957	76.35	20000	*	*	*	*
11179	2014-03-21 14:08:22.957	*	*	*	*	76.35	44800
11180	2014-03-21 14:08:29.271	76.35	800	*	*	*	*
11181	2014-03-21 14:08:29.271	*	*	*	*	76.35	44000
11182	2014-03-21 14:08:41.938	76.35	1600	*	*	*	*
