Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
11898	2014-03-20 11:49:29.878	75.8	400	*	*	*	*
11899	2014-03-20 11:49:29.878	*	*	75.8	72400	*	*
11900	2014-03-20 11:49:29.885	75.8	1200	*	*	*	*
11901	2014-03-20 11:49:29.885	*	*	75.8	71200	*	*
11902	2014-03-20 11:49:29.896	75.85	1600	*	*	*	*
11903	2014-03-20 11:49:29.896	*	*	*	*	75.85	68800
11904	2014-03-20 11:49:30.501	*	*	*	*	75.85	71200
11905	2014-03-20 11:49:30.771	75.8	400	*	*	*	*
11906	2014-03-20 11:49:30.771	*	*	75.8	70800	*	*
11907	2014-03-20 11:49:31.770	75.85	5200	*	*	*	*
11908	2014-03-20 11:49:31.770	*	*	*	*	75.85	66000
11909	2014-03-20 11:49:31.774	75.85	800	*	*	*	*
11910	2014-03-20 11:49:31.774	*	*	*	*	75.85	65200
11911	2014-03-20 11:49:31.781	75.8	400	*	*	*	*
11912	2014-03-20 11:49:31.781	*	*	75.8	70400	*	*
11913	2014-03-20 11:49:31.790	75.8	400	*	*	*	*
11914	2014-03-20 11:49:31.790	*	*	75.8	70000	*	*
11915	2014-03-20 11:49:31.860	*	*	*	*	75.85	72400
11916	2014-03-20 11:49:34.083	*	*	75.8	300000	*	*
11917	2014-03-20 11:49:34.089	75.85	800	*	*	*	*
11918	2014-03-20 11:49:34.089	*	*	*	*	75.85	71600
11919	2014-03-20 11:49:34.910	75.85	1200	*	*	*	*
11920	2014-03-20 11:49:34.910	*	*	*	*	75.85	70400
11921	2014-03-20 11:49:34.912	*	*	*	*	75.85	70000
11922	2014-03-20 11:49:34.914	75.85	400	*	*	*	*
11923	2014-03-20 11:49:34.914	*	*	*	*	75.85	69600
11924	2014-03-20 11:49:39.596	*	*	75.8	300400	*	*
11925	2014-03-20 11:49:40.421	*	*	*	*	75.85	70400
11926	2014-03-20 11:49:43.937	75.85	2000	*	*	*	*
11927	2014-03-20 11:49:43.937	*	*	*	*	75.85	68400
11928	2014-03-20 11:49:43.949	75.8	400	*	*	*	*
11929	2014-03-20 11:49:43.949	*	*	75.8	300000	*	*
11930	2014-03-20 11:49:45.705	75.85	4400	*	*	*	*
11931	2014-03-20 11:49:45.705	*	*	*	*	75.85	64000
11932	2014-03-20 11:49:45.709	75.85	400	*	*	*	*
11933	2014-03-20 11:49:45.709	*	*	*	*	75.85	63600
11934	2014-03-20 11:49:45.792	75.8	400	*	*	*	*
11935	2014-03-20 11:49:45.792	*	*	75.8	299600	*	*
11936	2014-03-20 11:49:45.796	75.85	400	*	*	*	*
11937	2014-03-20 11:49:45.796	*	*	*	*	75.85	63200
11938	2014-03-20 11:49:45.952	*	*	*	*	75.85	62400
11939	2014-03-20 11:49:46.630	75.85	53200	*	*	*	*
11940	2014-03-20 11:49:46.630	75.85	2400	*	*	*	*
11941	2014-03-20 11:49:46.630	75.85	6000	*	*	*	*
11942	2014-03-20 11:49:46.630	75.85	800	*	*	*	*
11943	2014-03-20 11:49:46.630	*	*	*	*	75.9	22000
11944	2014-03-20 11:49:46.639	*	*	*	*	75.9	19600
11945	2014-03-20 11:49:46.643	75.8	1600	*	*	*	*
11946	2014-03-20 11:49:46.643	*	*	75.8	298000	*	*
11947	2014-03-20 11:49:46.644	*	*	*	*	75.9	19200
11948	2014-03-20 11:49:46.745	*	*	*	*	75.9	15200
11949	2014-03-20 11:49:48.557	*	*	75.8	299200	*	*
11950	2014-03-20 11:49:48.652	*	*	*	*	75.9	13600
11951	2014-03-20 11:49:51.702	75.9	400	*	*	*	*
11952	2014-03-20 11:49:51.702	*	*	*	*	75.9	13200
11953	2014-03-20 11:49:54.362	*	*	75.8	299600	*	*
11954	2014-03-20 11:49:54.362	75.9	800	*	*	*	*
11955	2014-03-20 11:49:54.362	*	*	*	*	75.9	12400
11956	2014-03-20 11:49:55.367	*	*	75.8	309600	*	*
11957	2014-03-20 11:49:55.583	*	*	*	*	75.9	12800
11958	2014-03-20 11:49:56.383	*	*	75.8	310000	*	*
11959	2014-03-20 11:49:59.090	*	*	75.8	330000	*	*
11960	2014-03-20 11:50:02.219	*	*	75.85	2000	*	*
11961	2014-03-20 11:50:02.291	*	*	75.85	2400	*	*
11962	2014-03-20 11:50:04.239	*	*	75.85	2800	*	*
11963	2014-03-20 11:50:05.063	*	*	*	*	75.9	13200
11964	2014-03-20 11:50:06.366	75.9	400	*	*	*	*
11965	2014-03-20 11:50:06.366	*	*	*	*	75.9	12800
11966	2014-03-20 11:50:08.792	*	*	*	*	75.9	14400
11967	2014-03-20 11:50:09.235	75.9	400	*	*	*	*
11968	2014-03-20 11:50:09.235	*	*	*	*	75.9	14000
11969	2014-03-20 11:50:15.193	*	*	75.85	3200	*	*
11970	2014-03-20 11:50:22.458	*	*	75.85	4800	*	*
11971	2014-03-20 11:50:23.241	75.85	400	*	*	*	*
11972	2014-03-20 11:50:23.241	*	*	75.85	4400	*	*
11973	2014-03-20 11:50:29.545	*	*	75.85	4800	*	*
11974	2014-03-20 11:50:35.473	75.9	400	*	*	*	*
11975	2014-03-20 11:50:35.473	*	*	*	*	75.9	13600
11976	2014-03-20 11:50:41.274	*	*	75.85	3200	*	*
11977	2014-03-20 11:50:41.274	75.9	1600	*	*	*	*
11978	2014-03-20 11:50:41.274	*	*	*	*	75.9	12000
11979	2014-03-20 11:50:42.309	*	*	75.85	4400	*	*
11980	2014-03-20 11:50:47.334	*	*	75.85	6400	*	*
11981	2014-03-20 11:50:54.963	*	*	75.85	19200	*	*
11982	2014-03-20 11:50:56.171	75.9	8800	*	*	*	*
11983	2014-03-20 11:50:56.171	75.9	400	*	*	*	*
11984	2014-03-20 11:50:56.171	75.9	400	*	*	*	*
11985	2014-03-20 11:50:56.171	75.9	400	*	*	*	*
11986	2014-03-20 11:50:56.171	75.9	400	*	*	*	*
11987	2014-03-20 11:50:56.171	75.9	1600	*	*	*	*
11988	2014-03-20 11:50:56.171	*	*	75.9	8000	75.95	79600
11989	2014-03-20 11:50:56.186	*	*	*	*	75.95	79200
11990	2014-03-20 11:50:56.187	*	*	*	*	75.95	77200
11991	2014-03-20 11:50:56.197	*	*	*	*	75.95	74800
11992	2014-03-20 11:50:56.205	*	*	*	*	75.95	81600
11993	2014-03-20 11:50:56.241	*	*	*	*	75.95	85600
11994	2014-03-20 11:50:56.241	*	*	*	*	75.95	87200
11995	2014-03-20 11:50:56.242	*	*	*	*	75.95	66800
11996	2014-03-20 11:50:56.243	*	*	*	*	75.95	60000
11997	2014-03-20 11:50:56.243	*	*	*	*	75.95	56000
11998	2014-03-20 11:50:56.244	*	*	*	*	75.95	54400
11999	2014-03-20 11:50:56.582	*	*	75.9	8800	*	*
12000	2014-03-20 11:50:58.026	*	*	*	*	75.95	56800
12001	2014-03-20 11:50:58.190	*	*	75.9	9200	*	*
12002	2014-03-20 11:50:58.210	*	*	*	*	75.95	53600
12003	2014-03-20 11:50:58.379	*	*	75.9	9600	*	*
12004	2014-03-20 11:51:00.038	*	*	75.9	22400	*	*
12005	2014-03-20 11:51:00.039	*	*	*	*	75.95	68400
12006	2014-03-20 11:51:00.050	*	*	75.9	24000	*	*
12007	2014-03-20 11:51:00.871	75.9	400	*	*	*	*
12008	2014-03-20 11:51:00.871	*	*	75.9	23600	*	*
12009	2014-03-20 11:51:00.902	75.9	7600	*	*	*	*
12010	2014-03-20 11:51:00.902	75.9	800	*	*	*	*
12011	2014-03-20 11:51:00.902	75.9	400	*	*	*	*
12012	2014-03-20 11:51:00.902	75.9	400	*	*	*	*
12013	2014-03-20 11:51:00.902	75.9	10800	*	*	*	*
12014	2014-03-20 11:51:00.902	*	*	75.9	3600	*	*
12015	2014-03-20 11:51:00.903	75.9	2000	*	*	*	*
12016	2014-03-20 11:51:00.903	75.9	1600	*	*	*	*
12017	2014-03-20 11:51:00.903	*	*	75.85	12400	*	*
12018	2014-03-20 11:51:03.000	*	*	75.85	12800	*	*
12019	2014-03-20 11:51:03.028	*	*	*	*	75.95	66000
12020	2014-03-20 11:51:03.050	*	*	75.85	20800	*	*
12021	2014-03-20 11:51:05.025	*	*	75.85	21200	*	*
12022	2014-03-20 11:51:05.879	75.85	400	*	*	*	*
12023	2014-03-20 11:51:05.879	75.85	400	*	*	*	*
12024	2014-03-20 11:51:05.879	75.85	1200	*	*	*	*
12025	2014-03-20 11:51:05.879	75.85	800	*	*	*	*
12026	2014-03-20 11:51:05.879	*	*	75.85	18400	*	*
12027	2014-03-20 11:51:05.892	75.85	400	*	*	*	*
12028	2014-03-20 11:51:05.892	*	*	75.85	18000	*	*
12029	2014-03-20 11:51:06.114	*	*	75.9	400	*	*
12030	2014-03-20 11:51:06.117	*	*	*	*	75.95	81200
12031	2014-03-20 11:51:06.133	*	*	*	*	75.95	77600
12032	2014-03-20 11:51:06.140	*	*	*	*	75.95	78000
12033	2014-03-20 11:51:06.145	*	*	*	*	75.95	76400
12034	2014-03-20 11:51:06.251	*	*	*	*	75.95	76000
12035	2014-03-20 11:51:06.251	75.9	400	*	*	*	*
12036	2014-03-20 11:51:06.251	*	*	75.85	18000	*	*
12037	2014-03-20 11:51:06.253	*	*	*	*	75.95	75600
12038	2014-03-20 11:51:06.253	*	*	*	*	75.9	400
12039	2014-03-20 11:51:06.265	*	*	*	*	75.9	21200
12040	2014-03-20 11:51:06.267	*	*	*	*	75.9	43200
12041	2014-03-20 11:51:06.514	*	*	*	*	75.9	44800
12042	2014-03-20 11:51:06.580	*	*	75.85	20000	*	*
12043	2014-03-20 11:51:07.707	75.9	400	*	*	*	*
12044	2014-03-20 11:51:07.707	*	*	*	*	75.9	44400
12045	2014-03-20 11:51:14.011	75.9	1200	*	*	*	*
12046	2014-03-20 11:51:14.011	*	*	*	*	75.9	43200
12047	2014-03-20 11:51:14.043	*	*	*	*	75.9	48000
12048	2014-03-20 11:51:14.538	*	*	75.85	22000	*	*
12049	2014-03-20 11:51:14.557	*	*	*	*	75.9	50400
12050	2014-03-20 11:51:15.572	*	*	*	*	75.9	48000
12051	2014-03-20 11:51:17.905	75.9	3200	*	*	*	*
12052	2014-03-20 11:51:17.905	*	*	*	*	75.9	44800
12053	2014-03-20 11:51:18.035	*	*	*	*	75.9	44400
12054	2014-03-20 11:51:18.631	*	*	75.85	22400	*	*
12055	2014-03-20 11:51:19.533	*	*	*	*	75.9	46800
12056	2014-03-20 11:51:20.440	*	*	*	*	75.9	61600
12057	2014-03-20 11:51:20.874	75.9	800	*	*	*	*
12058	2014-03-20 11:51:20.874	*	*	*	*	75.9	60800
12059	2014-03-20 11:51:20.887	*	*	*	*	75.9	58400
12060	2014-03-20 11:51:20.894	75.85	400	*	*	*	*
12061	2014-03-20 11:51:20.894	*	*	75.85	22000	*	*
12062	2014-03-20 11:51:25.421	*	*	75.85	22400	*	*
12063	2014-03-20 11:51:27.645	*	*	*	*	75.9	60800
12064	2014-03-20 11:51:28.915	*	*	*	*	75.9	58400
12065	2014-03-20 11:51:29.743	*	*	*	*	75.9	59600
12066	2014-03-20 11:51:42.171	*	*	75.85	22800	*	*
12067	2014-03-20 11:51:45.006	*	*	*	*	75.9	60000
12068	2014-03-20 11:51:51.067	*	*	75.85	23200	*	*
12069	2014-03-20 11:51:57.606	*	*	*	*	75.9	60400
12070	2014-03-20 11:52:00.330	75.9	800	*	*	*	*
12071	2014-03-20 11:52:00.330	*	*	*	*	75.9	59600
12072	2014-03-20 11:52:05.826	*	*	75.85	23600	*	*
12073	2014-03-20 11:52:06.735	75.85	400	*	*	*	*
12074	2014-03-20 11:52:06.735	75.85	400	*	*	*	*
12075	2014-03-20 11:52:06.735	*	*	75.85	22800	*	*
12076	2014-03-20 11:52:14.492	75.9	400	*	*	*	*
12077	2014-03-20 11:52:14.492	*	*	*	*	75.9	59200
12078	2014-03-20 11:52:23.133	*	*	75.85	24400	*	*
12079	2014-03-20 11:52:34.358	75.85	1200	*	*	*	*
12080	2014-03-20 11:52:34.358	*	*	75.85	23200	*	*
12081	2014-03-20 11:52:34.370	75.85	400	*	*	*	*
12082	2014-03-20 11:52:34.370	*	*	75.85	22800	*	*
12083	2014-03-20 11:52:39.238	*	*	75.85	23200	*	*
12084	2014-03-20 11:52:41.570	75.9	400	*	*	*	*
12085	2014-03-20 11:52:41.570	*	*	*	*	75.9	58800
12086	2014-03-20 11:52:51.780	*	*	75.85	33200	*	*
12087	2014-03-20 11:52:52.708	75.9	800	*	*	*	*
12088	2014-03-20 11:52:52.708	*	*	*	*	75.9	58000
12089	2014-03-20 11:52:53.249	75.9	800	*	*	*	*
12090	2014-03-20 11:52:53.249	*	*	*	*	75.9	57200
12091	2014-03-20 11:52:56.906	75.9	400	*	*	*	*
12092	2014-03-20 11:52:56.906	*	*	*	*	75.9	56800
12093	2014-03-20 11:53:06.538	75.9	400	*	*	*	*
12094	2014-03-20 11:53:06.538	*	*	*	*	75.9	56400
12095	2014-03-20 11:53:07.264	*	*	75.85	34000	*	*
12096	2014-03-20 11:53:09.506	*	*	75.85	34400	*	*
12097	2014-03-20 11:53:10.041	*	*	*	*	75.9	41600
12098	2014-03-20 11:53:10.043	*	*	*	*	75.9	19600
12099	2014-03-20 11:53:10.060	*	*	*	*	75.9	19200
12100	2014-03-20 11:53:10.170	75.85	1200	*	*	*	*
12101	2014-03-20 11:53:10.170	*	*	75.85	33200	*	*
12102	2014-03-20 11:53:10.184	75.85	400	*	*	*	*
12103	2014-03-20 11:53:10.184	*	*	75.85	32800	*	*
12104	2014-03-20 11:53:12.067	*	*	*	*	75.9	16800
12105	2014-03-20 11:53:12.739	*	*	75.85	33600	*	*
12106	2014-03-20 11:53:14.777	*	*	75.85	33200	*	*
12107	2014-03-20 11:53:14.777	75.9	400	*	*	*	*
12108	2014-03-20 11:53:14.777	*	*	*	*	75.9	16400
12109	2014-03-20 11:53:14.853	*	*	*	*	75.9	5200
12110	2014-03-20 11:53:15.749	*	*	*	*	75.9	16400
12111	2014-03-20 11:53:19.178	75.9	400	*	*	*	*
12112	2014-03-20 11:53:19.178	*	*	*	*	75.9	16000
12113	2014-03-20 11:53:20.270	*	*	75.85	33600	*	*
12114	2014-03-20 11:53:42.690	75.9	800	*	*	*	*
12115	2014-03-20 11:53:42.690	*	*	*	*	75.9	15200
12116	2014-03-20 11:53:42.706	*	*	*	*	75.9	14800
12117	2014-03-20 11:53:43.866	*	*	75.85	35600	*	*
12118	2014-03-20 11:53:47.536	75.9	400	*	*	*	*
12119	2014-03-20 11:53:47.536	*	*	*	*	75.9	14400
12120	2014-03-20 11:53:49.181	75.85	400	*	*	*	*
12121	2014-03-20 11:53:49.181	*	*	75.85	35200	*	*
12122	2014-03-20 11:53:53.900	*	*	75.85	54000	*	*
12123	2014-03-20 11:54:06.407	75.9	400	*	*	*	*
12124	2014-03-20 11:54:06.407	*	*	*	*	75.9	14000
12125	2014-03-20 11:54:08.656	75.9	800	*	*	*	*
12126	2014-03-20 11:54:08.656	75.9	400	*	*	*	*
12127	2014-03-20 11:54:08.656	*	*	*	*	75.9	12800
12128	2014-03-20 11:54:09.293	*	*	*	*	75.9	14000
12129	2014-03-20 11:54:13.701	75.9	800	*	*	*	*
12130	2014-03-20 11:54:13.701	*	*	*	*	75.9	13200
12131	2014-03-20 11:54:14.402	*	*	*	*	75.9	2000
12132	2014-03-20 11:54:14.964	*	*	75.85	35200	*	*
12133	2014-03-20 11:54:14.964	75.9	400	*	*	*	*
12134	2014-03-20 11:54:14.964	75.9	400	*	*	*	*
12135	2014-03-20 11:54:14.964	75.9	1200	*	*	*	*
12136	2014-03-20 11:54:14.964	*	*	75.9	16800	75.95	55200
12137	2014-03-20 11:54:14.984	*	*	*	*	75.95	51200
12138	2014-03-20 11:54:15.120	*	*	75.9	17200	*	*
12139	2014-03-20 11:54:15.174	*	*	75.9	17600	*	*
12140	2014-03-20 11:54:15.220	75.95	800	*	*	*	*
12141	2014-03-20 11:54:15.220	*	*	*	*	75.95	50400
12142	2014-03-20 11:54:16.988	*	*	75.9	18000	*	*
12143	2014-03-20 11:54:18.836	*	*	*	*	75.95	50800
12144	2014-03-20 11:54:22.092	*	*	*	*	75.95	29600
12145	2014-03-20 11:54:22.847	*	*	75.9	19600	*	*
12146	2014-03-20 11:54:23.718	*	*	75.9	20400	*	*
12147	2014-03-20 11:54:23.720	*	*	*	*	75.95	30400
12148	2014-03-20 11:54:23.793	*	*	75.9	22000	*	*
12149	2014-03-20 11:54:24.720	*	*	*	*	75.95	15600
12150	2014-03-20 11:54:27.548	*	*	75.9	22400	*	*
12151	2014-03-20 11:54:29.932	*	*	75.9	22800	*	*
12152	2014-03-20 11:54:34.221	*	*	75.9	24000	*	*
12153	2014-03-20 11:54:36.358	*	*	*	*	75.95	16000
12154	2014-03-20 11:54:44.044	*	*	75.9	24400	*	*
12155	2014-03-20 11:54:47.051	*	*	75.9	26400	*	*
12156	2014-03-20 11:54:51.076	75.95	1600	*	*	*	*
12157	2014-03-20 11:54:51.076	*	*	*	*	75.95	14400
12158	2014-03-20 11:54:51.080	*	*	75.9	36400	*	*
12159	2014-03-20 11:54:53.573	75.95	400	*	*	*	*
12160	2014-03-20 11:54:53.573	*	*	*	*	75.95	14000
12161	2014-03-20 11:54:56.824	*	*	*	*	75.95	15600
12162	2014-03-20 11:54:56.839	75.95	400	*	*	*	*
12163	2014-03-20 11:54:56.839	*	*	*	*	75.95	15200
12164	2014-03-20 11:55:04.880	*	*	*	*	75.95	16800
12165	2014-03-20 11:55:06.151	75.95	10000	*	*	*	*
12166	2014-03-20 11:55:06.151	*	*	*	*	75.95	6800
12167	2014-03-20 11:55:06.168	75.9	800	*	*	*	*
12168	2014-03-20 11:55:06.168	*	*	75.9	35600	*	*
12169	2014-03-20 11:55:06.904	*	*	*	*	75.95	7200
12170	2014-03-20 11:55:10.325	75.95	400	*	*	*	*
12171	2014-03-20 11:55:10.325	*	*	*	*	75.95	6800
12172	2014-03-20 11:55:11.512	75.95	400	*	*	*	*
12173	2014-03-20 11:55:11.512	75.95	400	*	*	*	*
12174	2014-03-20 11:55:11.512	*	*	*	*	75.95	6000
12175	2014-03-20 11:55:14.204	75.95	400	*	*	*	*
12176	2014-03-20 11:55:14.204	*	*	*	*	75.95	5600
12177	2014-03-20 11:55:14.953	*	*	75.9	19600	*	*
12178	2014-03-20 11:55:14.953	75.95	400	*	*	*	*
12179	2014-03-20 11:55:14.953	75.95	400	*	*	*	*
12180	2014-03-20 11:55:14.953	75.95	800	*	*	*	*
12181	2014-03-20 11:55:14.953	75.95	400	*	*	*	*
12182	2014-03-20 11:55:14.953	75.95	1600	*	*	*	*
12183	2014-03-20 11:55:14.953	75.95	1600	*	*	*	*
12184	2014-03-20 11:55:14.953	75.95	400	*	*	*	*
12185	2014-03-20 11:55:14.953	*	*	75.95	10400	76	213200
12186	2014-03-20 11:55:14.955	*	*	*	*	76	235200
12187	2014-03-20 11:55:14.973	75.95	400	*	*	*	*
12188	2014-03-20 11:55:14.973	*	*	75.95	10000	*	*
12189	2014-03-20 11:55:14.973	*	*	*	*	76	232800
12190	2014-03-20 11:55:14.976	75.95	400	*	*	*	*
12191	2014-03-20 11:55:14.976	*	*	75.95	9600	*	*
12192	2014-03-20 11:55:14.979	*	*	*	*	76	232400
12193	2014-03-20 11:55:14.979	75.95	400	*	*	*	*
12194	2014-03-20 11:55:14.979	*	*	75.95	9200	*	*
12195	2014-03-20 11:55:14.988	75.95	9200	*	*	*	*
12196	2014-03-20 11:55:14.988	*	*	75.9	19600	75.95	400
12197	2014-03-20 11:55:14.998	*	*	*	*	75.95	800
12198	2014-03-20 11:55:15.006	75.9	400	*	*	*	*
12199	2014-03-20 11:55:15.006	*	*	75.9	19200	*	*
12200	2014-03-20 11:55:15.180	75.95	400	*	*	*	*
12201	2014-03-20 11:55:15.180	75.95	400	*	*	*	*
12202	2014-03-20 11:55:15.180	*	*	*	*	76	232000
12203	2014-03-20 11:55:15.199	75.9	400	*	*	*	*
12204	2014-03-20 11:55:15.199	*	*	75.9	18800	*	*
12205	2014-03-20 11:55:17.658	*	*	*	*	75.95	4000
12206	2014-03-20 11:55:17.670	*	*	*	*	75.95	4400
12207	2014-03-20 11:55:17.687	*	*	*	*	75.95	4800
12208	2014-03-20 11:55:19.775	75.95	400	*	*	*	*
12209	2014-03-20 11:55:19.775	*	*	*	*	75.95	4400
12210	2014-03-20 11:55:22.956	*	*	75.9	19600	*	*
12211	2014-03-20 11:55:23.389	75.95	800	*	*	*	*
12212	2014-03-20 11:55:23.389	*	*	*	*	75.95	3600
12213	2014-03-20 11:55:23.689	*	*	*	*	75.95	3200
12214	2014-03-20 11:55:30.280	*	*	*	*	75.95	4000
12215	2014-03-20 11:55:30.298	*	*	*	*	75.95	4400
12216	2014-03-20 11:55:31.444	75.95	800	*	*	*	*
12217	2014-03-20 11:55:31.444	*	*	*	*	75.95	3600
12218	2014-03-20 11:55:32.301	*	*	*	*	75.95	3200
12219	2014-03-20 11:55:40.359	*	*	75.9	20400	*	*
12220	2014-03-20 11:55:50.226	*	*	75.9	24400	*	*
12221	2014-03-20 11:55:59.100	75.95	400	*	*	*	*
12222	2014-03-20 11:55:59.100	*	*	*	*	75.95	2800
12223	2014-03-20 11:56:05.062	*	*	*	*	75.95	5200
12224	2014-03-20 11:56:05.075	*	*	*	*	75.95	5600
12225	2014-03-20 11:56:05.920	75.95	1200	*	*	*	*
12226	2014-03-20 11:56:05.920	*	*	*	*	75.95	4400
12227	2014-03-20 11:56:05.934	75.9	400	*	*	*	*
12228	2014-03-20 11:56:05.934	*	*	75.9	24000	*	*
12229	2014-03-20 11:56:20.527	*	*	*	*	75.95	19200
12230	2014-03-20 11:56:20.529	*	*	*	*	75.95	41200
12231	2014-03-20 11:56:20.542	*	*	*	*	75.95	42800
12232	2014-03-20 11:56:22.540	*	*	*	*	75.95	41200
12233	2014-03-20 11:56:22.559	*	*	*	*	75.95	45200
12234	2014-03-20 11:56:24.501	*	*	75.9	25600	*	*
12235	2014-03-20 11:56:25.219	*	*	75.9	15600	*	*
12236	2014-03-20 11:56:26.744	*	*	75.9	16400	*	*
12237	2014-03-20 11:56:27.083	*	*	75.9	16800	*	*
12238	2014-03-20 11:56:29.278	75.95	400	*	*	*	*
12239	2014-03-20 11:56:29.278	75.95	400	*	*	*	*
12240	2014-03-20 11:56:29.278	75.95	800	*	*	*	*
12241	2014-03-20 11:56:29.278	75.95	2400	*	*	*	*
12242	2014-03-20 11:56:29.278	*	*	*	*	75.95	41200
12243	2014-03-20 11:56:29.298	75.9	400	*	*	*	*
12244	2014-03-20 11:56:29.298	*	*	75.9	16400	*	*
12245	2014-03-20 11:56:29.304	*	*	*	*	75.95	40800
12246	2014-03-20 11:56:35.871	*	*	*	*	75.95	42000
12247	2014-03-20 11:56:36.035	*	*	75.9	17600	*	*
12248	2014-03-20 11:56:37.365	75.95	400	*	*	*	*
12249	2014-03-20 11:56:37.365	75.95	1600	*	*	*	*
12250	2014-03-20 11:56:37.365	*	*	*	*	75.95	40000
12251	2014-03-20 11:56:37.648	*	*	75.9	18000	*	*
12252	2014-03-20 11:56:37.886	*	*	*	*	75.95	36400
12253	2014-03-20 11:56:40.806	*	*	75.9	18400	*	*
12254	2014-03-20 11:56:48.876	75.95	10000	*	*	*	*
12255	2014-03-20 11:56:48.876	*	*	*	*	75.95	26400
12256	2014-03-20 11:56:48.890	75.9	800	*	*	*	*
12257	2014-03-20 11:56:48.890	*	*	75.9	17600	*	*
12258	2014-03-20 11:56:48.897	*	*	*	*	75.95	29200
12259	2014-03-20 11:56:49.178	75.95	400	*	*	*	*
12260	2014-03-20 11:56:49.178	*	*	*	*	75.95	28800
12261	2014-03-20 11:56:49.881	*	*	*	*	75.95	26000
12262	2014-03-20 11:56:49.881	*	*	*	*	75.95	40800
12263	2014-03-20 11:56:51.473	*	*	*	*	75.95	51600
12264	2014-03-20 11:56:52.908	*	*	*	*	75.95	54000
12265	2014-03-20 11:56:54.514	75.95	800	*	*	*	*
12266	2014-03-20 11:56:54.514	*	*	*	*	75.95	53200
12267	2014-03-20 11:56:55.415	*	*	*	*	75.95	53600
12268	2014-03-20 11:56:57.974	*	*	75.9	36400	*	*
12269	2014-03-20 11:57:06.608	*	*	*	*	75.95	54000
12270	2014-03-20 11:57:12.441	75.95	21200	*	*	*	*
12271	2014-03-20 11:57:12.441	75.95	1200	*	*	*	*
12272	2014-03-20 11:57:12.441	75.95	2800	*	*	*	*
12273	2014-03-20 11:57:12.441	75.95	4800	*	*	*	*
12274	2014-03-20 11:57:12.441	*	*	*	*	75.95	24000
12275	2014-03-20 11:57:12.464	75.9	400	*	*	*	*
12276	2014-03-20 11:57:12.464	75.9	800	*	*	*	*
12277	2014-03-20 11:57:12.464	75.9	400	*	*	*	*
12278	2014-03-20 11:57:12.464	*	*	75.9	34800	*	*
12279	2014-03-20 11:57:12.474	*	*	*	*	75.95	21600
12280	2014-03-20 11:57:12.656	*	*	*	*	75.95	24400
12281	2014-03-20 11:57:13.454	*	*	*	*	75.95	14400
12282	2014-03-20 11:57:19.496	*	*	75.9	35600	*	*
12283	2014-03-20 11:57:19.966	*	*	75.9	16800	*	*
12284	2014-03-20 11:57:19.966	75.95	10800	*	*	*	*
12285	2014-03-20 11:57:19.966	75.95	400	*	*	*	*
12286	2014-03-20 11:57:19.966	75.95	400	*	*	*	*
12287	2014-03-20 11:57:19.966	75.95	2800	*	*	*	*
12288	2014-03-20 11:57:19.966	*	*	75.95	4400	76	238000
12289	2014-03-20 11:57:19.968	75.95	1600	*	*	*	*
12290	2014-03-20 11:57:19.968	*	*	75.95	2800	*	*
12291	2014-03-20 11:57:19.969	75.95	2800	*	*	*	*
12292	2014-03-20 11:57:19.969	*	*	75.9	16800	75.95	400
12293	2014-03-20 11:57:19.998	*	*	*	*	75.95	4800
12294	2014-03-20 11:57:20.015	*	*	*	*	75.95	5200
12295	2014-03-20 11:57:21.273	75.9	800	*	*	*	*
12296	2014-03-20 11:57:21.273	*	*	75.9	16000	*	*
12297	2014-03-20 11:57:24.534	75.95	400	*	*	*	*
12298	2014-03-20 11:57:24.534	75.95	800	*	*	*	*
12299	2014-03-20 11:57:24.534	*	*	*	*	75.95	4000
12300	2014-03-20 11:57:24.535	*	*	*	*	75.95	18800
12301	2014-03-20 11:57:26.560	*	*	*	*	75.95	20400
12302	2014-03-20 11:57:29.896	*	*	*	*	75.95	21600
12303	2014-03-20 11:57:30.994	75.95	800	*	*	*	*
12304	2014-03-20 11:57:30.994	*	*	*	*	75.95	20800
12305	2014-03-20 11:57:31.013	75.9	400	*	*	*	*
12306	2014-03-20 11:57:31.013	*	*	75.9	15600	*	*
12307	2014-03-20 11:57:32.902	*	*	75.9	16400	*	*
12308	2014-03-20 11:57:36.937	*	*	*	*	75.95	23200
12309	2014-03-20 11:57:42.012	*	*	75.9	17600	*	*
12310	2014-03-20 11:57:44.247	*	*	*	*	75.95	31200
12311	2014-03-20 11:57:45.712	*	*	75.9	18400	*	*
12312	2014-03-20 11:57:45.892	75.95	1200	*	*	*	*
12313	2014-03-20 11:57:45.892	*	*	*	*	75.95	30000
12314	2014-03-20 11:57:50.006	75.95	1600	*	*	*	*
12315	2014-03-20 11:57:50.006	75.95	400	*	*	*	*
12316	2014-03-20 11:57:50.006	75.95	2800	*	*	*	*
12317	2014-03-20 11:57:50.006	*	*	*	*	75.95	25200
12318	2014-03-20 11:57:50.021	75.9	400	*	*	*	*
12319	2014-03-20 11:57:50.021	*	*	75.9	18000	*	*
12320	2014-03-20 11:57:50.540	*	*	75.9	20000	*	*
12321	2014-03-20 11:57:51.270	*	*	*	*	75.95	25600
12322	2014-03-20 11:57:52.028	*	*	*	*	75.95	24000
